Unnamed: 0.1,Unnamed: 0,rating,title,review_text,model
24.0,24,5.0 out of 5 stars,"5.0 out of 5 stars
Good
","
Good
",Apple iPhone 11
25.0,25,4.0 out of 5 stars,"4.0 out of 5 stars
""Made in India"" Apple  #iPhone11
","
I was looking to upgrade from my iPhone 6S that is about ""5 generations"" behind and started checking out specks of iPhone 13. In the end, I decided on iPhone11 (64 GB) for a couple of reasons* I have been a fan of buy once and forget, and iPhones are just this kind of device* Going for an n-1 or n-2 model is not only prudent but also a financially smart move* Buying an iPhone 11 at 50-60% of the cost of a 13 will keep me going for 4-5 years. Money well spent.* iPhone 11 is ""Made in India"" and the price on Amazon (during Great India sale) after discounts was comparable to what I would have paid on Amazon.com in the US!A few buyers regrets* I bought a Black iPhone, and with a black case (even with a see-through), it doesn't stand out as an ""iPhone."" I can't flaunt the lobo without being obvious about it :-)* If you are looking to flaunt your iPhone for statue, go with a white or red model* iPhone 11 UI without the distinctive 'home button' feels very unlike iPhone User Experience those of us with older models were used to.* iOS 15 and UI are taking things closer to Android UI that Apple fans like me don't relishThis phone is 'Made in India,' so if you are a fan of buy-swadeshi, this would be a plus.Bottomline, if you are looking for a relatively 'inexpensive' iPhone that is going to last for next 4-5 years, go for an iPhone11. Money well spent.
",Apple iPhone 11
26.0,26,5.0 out of 5 stars,"5.0 out of 5 stars
Prestigious and worthy which I needed.
","
An excellent response received from AMAZON, IF I am not sharing my experience, it will deemed to b an unfair on my part.During recent festive season, being a prime member, i hv purchased iphone 11on 16th 12.05 am. And also got it same at my residance with very speedily on 18th in safe n  superb packing.But after inserting sim card i hv noticed that incoming call ringer volume was not working,  i hv contacted APPLE TECHNICAL SUPPORT TEAM, they tried to resolve the problem,  through screen sharing,  they hv tried,  there level the best,  but couldn't get successed and saying that this is product manufacturing defect and advised to contact apple service centre, with sending me a (service centre) link, which was 400km away from  my residence.i explained my inability to opt it, hence he advised to contact AMAZON from which it was purchased .Then i hv contacted AMAZONE, customer service centre, described all these, then via via via an authorised executive talked with me,  explaining all the details and requested to help me out. He said, we have made a tie up with company to sell these products from AMAZON platform, hence apple is only the authority to help u in this regards.  I explained i m a amazone customer since more then 5 years, during this 5 years period  i hv  purchased high value consumer durables with pre payment orders including in last festival season purchased smartphone one+ 7 pro, Uptill now I am fully satisfied with the cost, product and service of AMAZONE.(henceforth a trust image and credit of AMAZONE is very well established in my mind and belief)Otherwise I could purchased  iphone 11 from apple store,  it is now available,online apple store india, with more discount scheme.After prolonged discussion and my special request,he took the decision in my favor to replace it with providing me New iphone 11 without recovering any extra charges ( though i hv offered penalty to me if any)Uptill now amazone was good for me for online safe shopping but now taking proud of (prime member ) being a  cutomer of AMAZONE.If i had purchased iphone 11 from local market and if happened like this, would not  be possible for replacement.Salute to AMAZONE. I AM HIGHLY OBLIGED.Bharat Mansata.
",Apple iPhone 11
27.0,27,5.0 out of 5 stars,"5.0 out of 5 stars
Good
","
Good working
",Apple iPhone 11
28.0,28,3.0 out of 5 stars,"3.0 out of 5 stars
Great phone , Very tough exchange process
","
PROS :1. Excellent phone with sleek screen2. Excellent battery lasting more than a day3. Face recognition is smoothCONS:1. Just the exchange process is very very complexIf you are exchanging an old phone strongly recommend not to do so. If you wish to do so here are the steps1. Please take complete back up in advance of the phone you like to exchange2. Erase all data except Amazon app. Even if you have the Amazon app on a different phone, please have Amazon app installed on the phone which you are going to give away3. Once the delivery agent comes to you, ask for a pin 6 digit number.4. You have to first enter the six digit number on the phone in the Amazon app on the order. Yes, this has to be keyed in on same order you had made and there is a provision space to enter on same.5. This step is quite complex but this is done for security to ensure you exchange the right phone.6. Once validated (Takes about 10 to 30 minutes depending on data / passwords you have stored) you then have to provide a 6 digit OTP which you would have received on your mobile and email.7. Then the agent verifies the 6 digit OTP on his device.8. If this gets done, PLEASE ENSURE YOU REMOVE YOUR SIM , DELETE THE AMAZON APP AND DATA FROM THE device you are going to give away.9. Final but most important - ensure the device is deleted from iCloud if you are exchanging iPhone . If non iPhone ensure you format the phone and ONLY THEN HAND IT OVER TO DELIVERY AGENT.10. In any possibility it would take 10 to 45 minutes to complete the exchange steps above depending on your data on phone plus the support of delivery or customer service.I had to wait for 24 hours to re do all steps and then went for it as I urgently needed this phone. Else best to exchange in a store nearby and just go for phone.SUMMARY:GREAT PHONE, GREAT CUSTOMER SERVICE BY CALL CENTER FOLKS, GREAT EXCHANGE PRICE BUT EXTREMELY TOUGH EXCHANGE PROCESS.
",Apple iPhone 11
29.0,29,5.0 out of 5 stars,"5.0 out of 5 stars
A premium device for a moderate user.
","
I am a techno person and hard core apple and android user. Go through my review carefully before buying.I had iPhone 5s as my first phone.  It performed really well and ended up with dead battery. I had to switch to samsung M30 and no doubt that phone was some kind of rock made for a careless all day user. I used it for about a year and still its battery worked like charm for about 3 days of moderate use. (I dont play mobile games) This thing really amazed me. Still, a good battery is not everything. I was alway un satisfied with android UI and performance. And decided to switch back to ios.I grabbed this phone at a great deal. Delivery was quite fast. Once I had hands-on, I found that apple still have not worked on battery thing. Not really sure why. It seems to be draining a bit faster.  Will update the review after few months.Build quality is remarkable.IOS 14 is a magic.Phone seems a bit bulky and heavy compared to an android device of same size.Do not expect the premium feel as in iPhone X.I was confused between purple and white and chose the white which I think was the good decision.  Purple looks a bit faded because its light purple.Front and rear cams are remarkable for the price. Undoubtedly. Attached some samples.If you are a photo person, this one is for you.Final verdict : Blindly go for it if you are moderate user and not much into social media or chatting all the day. If you are someone in your twenties who stays online all the day or into a new relationship,  be ready for repeated charge cycles.  😅This is a premium device for someone with balanced online and real life.Do check out the attached photos. Hope this helps.Check the battery health once you get the product. Mine was 100 percent as expected.Thanks to amazon for the genuine product and intact packaging.Update after approx one and half month of usage : Battery performance is exceeding the expectations. 😍😍
",Apple iPhone 11
30.0,30,5.0 out of 5 stars,"5.0 out of 5 stars
Switching from Android to iOS ( And it’s actually Good )
","
I had my doubts before buying iOS product because I’ve been using Android for a very long time, I’ve stock android experience so I know what kind of difference does it make from android to iOS.- iOS is real smooth! If you go to the spec sheet of an Android even if you have 6GB or 8GB (not stock android) of RAM it’s gonna Hang at some point after accessing many apps.- The phone heats up less as compared to normal Androids.- The Sound quality of iPhones are immersive! Even if you’re not a big fan of listening to music or sounds on speaker you’ll still find a quality sound!-  About the camera, hats off to the sensors and AI. The picture quality in low light is too good and vibrant, the blacks do look like blacks (not a low contrast image), many of the colors bloom and it’s wonderful.The Video have soo much better stabilisation and even you can switch from one lens to another while shooting. The quality is again the best out there.Camera shutter is really fast and better. And clicks are responsive.Though zoom quality is not that good but why you wanna zoom if you have a composed image.- The Battery Life is quite nominal like it can work after a whole day usage. If your Screen time is around 5hrs 30mins it can go from 100 to 28-30%.PS : Battery Saver works really well, can extend upto minutes of Battery Life.- The Haptic touch is far better than the Androids. Feedback is really good.- The shape is quite good handful! Curved edges does gives 2019 vibes but yeah the phone works pretty well in 2021.- I agree that you gonna miss Android features but iPhone has it’s own resemblance. iOS have now comparable features as to android even some are better.At the end I’d Recommend this. Even if you’re switching from iPhone 6S or 7, this might be your another jumpad! And to Android users yeah this device is worth the Money.
",Apple iPhone 11
31.0,31,5.0 out of 5 stars,"5.0 out of 5 stars
Honest review after using for 1 month
","
I am writing this review exactly after using this product for 1 month. I was skeptical after reading so many negative reviews for this phone but still took a chance to buy. I received the product the very next day with perfect packaging and everything intact. Purchased this product for around 46k after receiving debit card discount. Unboxed it and there was this premium looking phone. I have received all the accessories and a brand new product.I was an android user for past 11 years so using this product was an entirely different experience.Pros:1. Superb processor-  My iphone has not hanged a single time while using regressively. 10+ apps are opened at once still it was buttery smooth2. Amazing camera- The night mode feature of the camera seal the deal with good potrait mode3. Battery lasting for a day- I have always heard from my friends that iPhone doesn't have a good battery back up but this model is lasting for a day which is sufficient4. No heating issue- I have not faced any heating issue till date5. Security- The phone has good features for securing the data and doesn't have unnecessary applicationsCons:1. Charger- The charger provided with this phone is just not sufficient. It takes 3 hours to charge my phone2. No 3.5mm jack- It doesn't have a designated port for connecting your normal headphones. You have to buy expensive jack of 900rs from apple stores3. Slo mo video- The slo mo videos created on the phone creates distorted image and feels like it has been taken by a 2 year old child who cannot hold the phone still.4. Customisation- An android user knows how easy it is to customize their phone according to their preference. You can customise a little on iphone but it is very limited.5. Expensive- iPhone which costs around 50k also needs accessories which are expensive like fast charger for around 1900rs, 3.5mm lightening jack 900rs, icloud storage 75rs/month, apple care etc.Overall I am really impressed with the product and these cons can somewhat be neglected if you're an iPhone user for a long time.
",Apple iPhone 11
32.0,32,4.0 out of 5 stars,"4.0 out of 5 stars
For android users... don’t switch.. for iPhone users it’s an upgrade
","
Honest review- I upgraded from one plus three and after much contemplation and money calculation I bought iphone11 for a discounted price.. now coming to the reviewCameraAwesome, few new features where you can change the background light is impeccable but having said that if you zoom the pix they appear a bit grainy.BatteryFor normal Facebook Watsapp news usage it will last you a day but the charger is not a fast charging one which is a big big let down...having spent so much you expect fast charging atleast.. had to buy a new fast charger you know one plus 3 kind of makes you nostalgic abt this particulr featureProcessor- is ok.. for a layman like me u wouldn’t feel the difference between An iPhone processor or a snapdragon 865+. So it’s fine haven’t played games so can’t complain or commentFor making the best use of this phone you should have AirPods since they give u iPhone specific connector type earphones which is fine but you just can’t pick any 3.55 mm jack earphone and use it. This phone makes you work hard.. like u want to use the watch app but you need to get one!!! 💁🏼‍♂️...TouchI think my one plus does well farely  better than iPhone 11It’s little hard to navigate maybe after sometime I get hang of itI would say with these features it should cost around30-40k.And I do t know why ppl praise it so much I think the guilt of having spent so much eggs them to say and write positive things only.All in all for all the android users you re not losing out on anything major, you are better off without an iPhone!I am still using my one plus 3
",Apple iPhone 11
33.0,33,4.0 out of 5 stars,"4.0 out of 5 stars
Overall good but overpriced.
","
I was android used moved from pixel 2xl to iPhone 11 as per my budget.Its been more than 1 week I’m using this as a my daily driver smartphone.Whats i noticed here is:1. Overall its a good phone but screen display is not oled or amoled so it doesn’t feel premium display. Even my pixel2xl display is better than this.2. Battery backup is also average its same like my pixel 2xl phone.3. Performance and speed is so good.4. Software experience is very nice but ui customisation is limitation. My pixel win here.5. Great camera little bit better camera as compare to my pixel phone but pixel is 3-4 year old phone. Still great camera it has.6. I bought this phone because I wanna experience ios os features.7. Designs is ok but not so wow kind of in this 2020.8. Hardware quality is premium.9. Overpriced smartphone I personally think.10. I feeling looted because i have so much better options in android less than 60k price.11. Display does matter so i will suggest don’t buy this phone go for Oneplus or samsung.12. Faceid is useless sometimes in night or some place its not working properly everytime showing face at some angle is freaking process. Why they aren’t providing touchid side by side like android phone.13. I’m happy with this phone quality but not happy with this 60k price point.I personally feel this phone isn’t a 2020 generation phone guys.Because we have full screen and best display with 90hz refresh rate with less tha 60k price point so why u wanna buy this phone only for chipset and camera and nothing else.I will suggest don’t buy this phone its not 2020 generation phone.
",Apple iPhone 11
34.0,34,5.0 out of 5 stars,"5.0 out of 5 stars
GREAT PHONE GREAT PRICE
","
So this is my first iphone. Was using android before and not surprised this phone is tooooo good. Got mine for 44k 128gb. According to me these are the pros and consPROS :1. Camera is super good even good than some of the flagship Android in 20212. Performance is undoubtedly the best no lag easy multi tasking heavy games like PUBG/ BGMI runs super smooth with constant 60 fps.3. Battery life : By looking at the spec sheet I was a bit worried coz it is way smaller than my android phone but to be surprised it is lasting way longer than I expected. I am a very heavy user so I need to charge my phone 2 times a day i.e from 90%-35% to maintain battery health4. Build quality : Super premium. Feels good in hand.5. Speakers : Loud enough for your mom to say ' avaj kam kr de kitna Shor krra h' 😂Cons:1. Display : Quality is not good for 2021 standards. It's not like that it's bad but not upto the mark compared to even some midrange android phones.2. Notch : Feels a bit weird in 2021. This is subjective but I'm just saying it if you are buying one in 2021 consider this3. No 5g : No 5g supported so if you are gonna keep this one for a long time consider this4. Accessories : Almost no accessories in box so you have to buy one separately and to be honest they are expensive.Altogether it's a great phone even in 2021.
",Apple iPhone 11
35.0,35,4.0 out of 5 stars,"4.0 out of 5 stars
An apple for everyone. 🍎
","
At first I was sceptical about my purchase because I was shifting from Android to iOS but down the line this started to amaze me with most of the things.FEW THINGS worth mentioning are:Cons1. There is no call recording feature, in case you want one to be there.2. There is a 5W charger in box which takes 2.5 hours to charge.3. I couldn't find a way to take my backup from Android to iPhone. Whereas it is super easy to switch from Android to Android with apps like clone phone.4. This phone heats up when you are going to use it for the first time because it generally sets up everything, update software, open apps for the first time but that goes away with regular use.5. It takes time to adjust to iOS if you are a first timer.6. This phone is heavy.7. 60hz is okay if you haven't gone 90hz till now. 😉🤫You haven't used 90hz so you don't even know how it feels.Pros1. Battery backup is super in my usage.2. Camera's were as hyped.3. You will soon blend into iOS system and unlike android devices this UI is specific to a limited number of phones which makes it very refined.4. Wireless charging, Fast charging options.5. IP68 rating a must have.If you prefer Brand over value then go for Apple otherwise if you want value for money then do not spend on any Apple product these are not as good as they say they are. Andorid is leagues ahead in many areas which haven't even touched even pro variants of Apple. Also there is a freedom to do things on android, customize things the way you prefer.
",Apple iPhone 11
36.0,36,4.0 out of 5 stars,"4.0 out of 5 stars
Most Value for money Iphone right now !
","
I've been using this device since last 3 weeks and the experience has been great, I had 6s for the last 2 years and upgrading from it to 11 is just something else.Touch ID has been replaced with Face ID and it's quite handy but not during this pandemic since well all wear masks Face ID sucks at recognising you.Battery life is just phenomenonal considering what I've been getting on 6s was mere 3-4 hours but this iPhone 11 is on whole new level, Now I just charge it once a day and yes that's enough juice for the dayCameras has been the best thing of iPhones since last few years. Night mode and Ultra wide Camera is the best thing on this phone, But yes Pixel is still the king of photos in low light and Videography has been the area of iPhones !Screen is the weakest point one can argue on this device yes it's does not have to mind-boggling resolution figures but an awkward 1792*828 Res display. To be very frank you won't notice any difference while consuming content unless you put a OLED display device besides it, Ofcourse OLEDs are way better but still this display is enjoyable since apple calibrates their LCD displays precisely.OLED lovers can go for iPhone 12 !So fellas If you wanna enter Apple ecosystem with less to spend go for iPhone SE and if you wanna enjoy the latest full screen design with iOS 14 latest updates and gestures iPhone 11 is the best choiceiPhone XR not recommended since it's just way too old and not good value for money
",Apple iPhone 11
37.0,37,5.0 out of 5 stars,"5.0 out of 5 stars
Why I chose IPhone 11 over other cheap / good android phone?
","




                    The media could not be loaded.
                



- I didn't buy iPhone for the camera but it surprised me with the quality of photos and options to capture moments especially Live Photos, Loops, etc.-I am an avid app researcher, and I love App Store apps because of the quality of apps. I recently bought - Good Notes, Book Track, minimalist, etc.- I love the features like ""Login with Apple"", which allows me to signup without revealing my email ids.- Privacy is a huge benefit with all apple devices. I just love it, how it cares for my privacy.  # I stopped using chrome on my phone, I use Safari  # I have iCloud in place of Google Drive  # No SMS app. I depend on Apple Messages  # Reminder app is awesome and it integrates well with the calendar apps.  # Login with Apple saves a lot of time and also you can signup with a private email id (proxy email)  # Facial recognition while signing up is a great feature- I also own a Mac device, so it seamlessly connects with it - I can attend phone, reply or see SMS without much difficulty.Though I understand it is heavily priced but it is worth the price.My Past Experience:1. I had used iPhone (5s, 6) earlier for many years before this but I switched to One Plus (X, 3, and 5T) recently. I bought iPhone 11 post I start facing issues with my 5T in just 2 years of use.2. iPhone experience was much better in terms of the reliability of the phone.3. App Store Ecosystem is much better than Android (In India as well) - Apps are laggy in Android (may be because of device performance or app itself not sure)My decision to buy this phone was entirely based on the App Store Ecosystem.
",Apple iPhone 11
38.0,38,5.0 out of 5 stars,"5.0 out of 5 stars
Android user for 9 years switched to iPhone
","
The overall user experience is just phenomenal and if you’re first time iPhone user, you would feel this phone is out of the world.However there are few minor issues also compared to the flagship android phones. Most important of them all is the battery capacity, after moderate use of almost 1.5-2 years, I can get a maximum 12 to 15 hours of battery life on this phone. Everything else is just phenomenal and for first-time users it will feel like the smoothest phone ever.Pros -CameraUser experienceSoftware updatesApple ecosystemCons -Battery capacity after 1-2 yrs usage
",Apple iPhone 11
39.0,39,5.0 out of 5 stars,"5.0 out of 5 stars
Orginal product with no damage
","
Orginal product with no damage
",Apple iPhone 11
40.0,40,5.0 out of 5 stars,"5.0 out of 5 stars
After 1 year usage.👌🏻
","
There’s no complaint regarding software side as it is fluid as always.It is an iPhone so all the pros are there which we see in an iPhone.However, in 2021, it severely lacks behind in some department. Like the screen quality. It’s a good screen but seeing the competition it lacks a bit now. And feels dated too. Main camera sensor is very good. It struggles a bit in ultra wide in night only.My main conn is it’s been just one year and my battery health fell down to 87%. Which I think is a bit more than what I expected. So it used to get me through the day one year ago but now it’s almost 10-15% at the end of the day. That too at moderate use. I do not play games in this.It now tends to warm a bit too during browsing and using camera but not raising concerns.Large pdfs however crashes in between the scrolls. It might be software issue since I have now seen any lag elsewhere so I’m not blaming A13 Bionic for that.64 gb for me felt pretty sufficient and I’ve only reached half the memory till now.iPhone 11 is still a good phone especially until the 5G arrives. It is priced at 39k in great indian sale which according to me is an insane deal even now. For someone who wants to shift to iOS but are tight on budget I recommend them to go with this even in 2021 as it is an all rounder in every aspect.
",Apple iPhone 11
41.0,41,4.0 out of 5 stars,"4.0 out of 5 stars
DON'T BUY IPHONE 11 BEFORE READING MY REVIEW
","
i brought it in 50k 128 GB verient in sale(53k bill - 1750 hdfc instant discount - 1250 amezon cashback = 50k)but after using 5 days I'll sell this in 48kcoz i couldn't fit Apple IOS ecosystembecause in apple u can't download free Premium apps from safari easily like crome .for me editing & many other small day to day life things ( like downloading of INSTA , WP , FB , TWITTER posts , sometimes Call recordings , using of otg pendrives ) which u can easily done android compare to ios .after purchasing 11 , in just 5days am realising that am Android kida 🐛😂 &  i sell my iphone 11 in 48 k (2k loss😂)  now am going for onePlus ( android again )now am telling my 5 days EXPERIENCE -Performance - ⭐⭐⭐⭐⭐Camera(both) -⭐⭐⭐⭐⭐Battery - ⭐⭐⭐⭐⭐ (i just changed 3 times in 5days but apple 5w charger takes 3 hr for 💯 full charge but backup is goodDisplay (60hz LCD pannel display) ⭐⭐⭐⭐Stereo speakers - Awesome ⭐⭐⭐⭐⭐if u reading my review in  2020 , 2021then i want to tell u that iphone 11 is 4G phonenot 5G means not future proof for me ( if u r using for 3,4 year ) then Go for iphone 12 coz its 5g with amoled display with less edges compare to 11Last but ListAMEZON sends me Genuine Iphone 11sooo ignore NEGATIVE ⭐star review
",Apple iPhone 11
42.0,42,5.0 out of 5 stars,"5.0 out of 5 stars
The best decision of my life
","
From the last 3 months, i was waiting for the best possible phone in every aspect. I got to know about iphone 11 being one of the best selling apple products. Watched lots of videos on youtube related to unboxing, reviews. Especially i was looking for cons rather than pros. I got to know that the display not being oled is not that good. Then i compared it with iphone 11 pro and i got to know that build and display is only better in pro model, except that everything is same. I came to a decision of buying the iphone 11 and purchased it on prime day sale on 62k with discounts. From the last 3 weeks have been using iphone 11 as my primary phone and i can say it has been the best decision of my life. ios is buttery smooth, its 120hz touch response rate gives you a 90hz refresh rate feeling. No lag whatsoever. Ram management is superb. Sound quality is topline having that loud stereo speakers. Though i can say the speakers are not as loud as what i had seen in asus rog 3(being a reviewer on youtube) i get review units. Next the battery life is as good as a 5000mah android phone. It can easily last for a day and a half with moderate usage including gaming. The display might be not that vibrant and saturated like oled panels but its super bright and the blacks are much richer than what you see on other lcd panels(afterall its apple, you get what you pay). Finally the camera makes you feel like so great. The photos might not look that good in phone but transfer it to your pc, you will see the clarity of the camera. Video quality is superb. So overall a must buy if you are planning to invest in a phone which can last for the upcoming 5yrs. Hope my review helps ppl still deciding whether to buy iphone 11 or not.
",Apple iPhone 11
43.0,43,5.0 out of 5 stars,"5.0 out of 5 stars
Still worth smartphone
","
I'm using it since 2021 and reviewing this after 2 years and it still perfoms well.If you have low budget, you can easily consider iPhone 11 but you have to sacrifice 5g.
",Apple iPhone 11
44.0,44,5.0 out of 5 stars,"5.0 out of 5 stars
Brutally honest review: Switched from ios to android and now to ios
","
Writing this review after 7 days of use. I have previously owned an iPhone 6s then switched to poco F1 and now iPhone 11.Pros: 1. Best battery life in an iPhone  - 3110 mAh2. Beautiful 3 cameras - 12 mps all (see attached photos - taken very casually )3. Ios 14 so smooth (4gb ram)4. Dual speakers sound really punchy.5. Apple face id is amazing and quick.6. Apple security and apps are so well optimised.7. Dual sim (e sim and physical).8. Easily synced all my data and got my all my folders and layout exactly as I had it on my iPhone 6s with the all the custom settings of the same.9. iMessage is very cool if you use it.10. No battery issue or heating as I read previously online, battery easily lasted a day or more.11. Bigger Lock Screen button than before (coming from iphone 6s)12. Premium feel phone13. Its an iphone14. Good resale valueCons:1. In face id you always have to swipe up physically to unlock phone (in my previous phone poco f1 it automatically after detecting my face would unlock and there was no need to swipe up)2. Minor software limitations as compared to android3. Apple original 3.5mm cable will cost you 1000 rs4. Little heavy after putting on spigen case (go for basic cases if you prefer a lighter phone)5. You cannot disable the setting that when the lock screen side button is pressed it will end the call if you press it. You have to refrain from pressing it while on call.Conclusion:I would personally rate this at 9.5/10If you like ios go for apple, if not go for android, it’s as easy as thatAnd as for me, I’m very much satisfied with this phone, got it at 55k.
",Apple iPhone 11
45.0,45,5.0 out of 5 stars,"5.0 out of 5 stars
Good phone but think carefully before buying
","
My rating for iPhone 111- Screen 4/5 - having good quality LCD screen with less PPI but no where compared to modern high PPI amoled panels.2- Camera- 5/5 -  just great.3- Built quality 5/54- Call/ voice -5/5- no issue at all.5- Face id- 3.5/5 -  no where compared to physical finger print reader, 20% times it fails to recognize your face and unlock process is itself not so smooth as you have to tap screen then swipe up to unlock where as for finger print reader just tap on reader and it unlocks the phone instantaneously. During Covid time, wearing mask and unlocking phone is so much pain as every time you have to remove your mask to get the face id work.6- Battery/ charging- 4.5/5 - battery is good, giving me 1 full  day backup in moderate use with more than 6 hr. SOT.7- Charging- 2/5 - it is weird that this 65K mobile supports fast charging but Apple is not giving 18W charger in the box, charging process is so slow and it takes like 3 hr to full charge with given charger, I use my ipad's 10W charger and it takes like 1.5 hr to full charge.6- Software- 4.5/5, iOS is smooth and using it is very pleasing experience but if you are switching from Android you will find some restrictions like can't direct trasfer files/photo/music/ videos via USB. Also I am missing call recording, duel app support and a physical finger print reader. Due to notch top status bar area is very limited, it would be great if we can see battery percentage and data speed in status bar.----overall It is a great phone but my advice is that  think twice before buying this expensive phone, as Amazon is no longer accepting return request.----
",Apple iPhone 11
46.0,46,5.0 out of 5 stars,"5.0 out of 5 stars
Amazing performer | Great photos | Good battery | Above Average Screen
","
I am moving from iphone 8 to iphone 11 and its a worthy upgrade. Even though my iphone 8 is still good and fast, I love using my iphone 11. Its a 85% iphone 11 pro at 65% of the price. So, in apple terms it is value for money.The good:- Fast processor! Same as iphone 11 pro/pro max- Awesome camera's (Again same as iphone 11pro and pro max except for the telephoto lens which can zoom 2x). Captures amazing low light pics. Ultra wide pics are good too! Best video camera ever in a phone.- Great battery backup. Lasts me a day. 1 hr gaming. A lot of browsing and chatting and some location tracking and still 15% at EOD.- iOS 13 is now mature and awesome to use. moved seamlessly from my iphone 8.The not so good:- Screen. Well its not an OLED! But still decent enough. Decent to look at. You wont feel its bad but its not great!- Front camera is only above average. Doesnt have a night mode. And the images are decent but not great again. Front wide angle is a joke.- 5W charger in box! Apple, I cannot hate you enough for this. You sell a 70k rs phone and give us a slow charger.UPDATE AFTER 1 YEAR with the device:- Still as good as new. No issues whatsoever. Used to play Pubg pre ban and it could run the highest settings without any lag!- The performance is great in all aspects even after an year.- I dropped it in sea while playing in Feb 2020 and found it after 20 mins. It survived 20 mins under 4 feet of salt water!!! I just washed it under fresh water as soon as I found it to remove salt from it, no issues faced whatsoever. It has been 8 months since that incident but the phone is doing great, infact as good as new!!!- Cannot think of an issue that I can highlight. Probably the lack of night mode in front camera is one but I dont use front camera that much so I am happy.
",Apple iPhone 11
47.0,47,5.0 out of 5 stars,"5.0 out of 5 stars
Nice product
","
I bought it during sale so i got this for around 40k . Phone is new and the same color as shown . Working fine till now since last 2 years .
",Apple iPhone 11
48.0,48,5.0 out of 5 stars,"5.0 out of 5 stars
Best in class.
","
If you need an iOS device at low price, go for it. For camera freaks not recommended if you are into telephoto clicks because it doesn't have a telephoto lens. But best in its class. I do remember it had the best camera after after pixel 2 xl and huawei p30 pro. Good battery life. Gets you through the day with moderate use but do buy a 20 w charger. Ahead of times processor, no question about that. Screen goes upto 1080p 60hz, not recommended if you use a 120/90hz device already, you will get stuck at slow motion. nice speakers if you still listen to music on speaker...it has that iconic punch of a little base that every iPhone has. But I do recommend to go for the higher variants if not necessarily an emergency to have an iOS device. If you are okay with an android device I do recommend comparing it with others like OnePlus, samsung, nothing etc, once.
",Apple iPhone 11
49.0,49,4.0 out of 5 stars,"4.0 out of 5 stars
Next to perfect for a smartphone
","
Early impression: I am simultaneously using galaxy s10e , OnePlus 7t and iPhone 11.Looks- not the best from the front with thick bezel. But the purple colour back looks awesome.Screen- not the best when compared to the 1080 super amoled I have been using. But far better than pen paper specification i.e. 720 lcd.Camera-very good. Better than my other two phones.Performance- my OnePlus 7t is as fast as iPhone 11. However iPhone seems to be more consistent with uniform animation across all the inbuilt and third party app.Battery- better than my other two phones. However,the charging time is really painful after using OnePlus 7t. It takes around 2.30hr to 3 hrs to fully charge with the charger provided in the box.Sound quality- just as you expect from the top flagship.FaceID- the fastest I have used so far in a smartphone.Storage- got around 54GB free space out of the box. After removing few inbuilt apps(watch,garage band etc. )which I am not going to use , I got around 57 GB of free space. It should be enough for a casual user like me.Final vedict- got it at 46250 during the Amazon sale. Feeling better satisfied as compared to my galaxy s10e which I bought it at 51000 a year ago. Keeping android vs iOS comparison aside ,my iphone 11 beat my galaxy s10e in every aspect apart from compact ness and screen.
",Apple iPhone 11
50.0,50,5.0 out of 5 stars,"5.0 out of 5 stars
Awesome iPhone!!!!!!! Ever!!!
","
Pro’sDisplay is giving an extensive experience!!! A royal interface you can say!!!Performance is extremely high level of achievement by bionic chip!!!You can use any number of apps at a time running in background but still the phone can perform without any lag!!!Battery charging is as stated as lightening speed charging!! Max 1-1.5hrs to complete 100% charge!! It standby for at-least 10 hours of continuous usage!!Camera is also delivers its best output!!! Video recording will be delightfulI’m not a gamer but I tried call of duty it’s giving a stunning performance!!Speedy access to all the apps best phone ever on performance!!!Con’sThere will be a light reflection on camera when it exposed to a high exposure!! Bt it’s usual in all mobile phone.No online download is allowed apple vl block every way you found Using it’s policyYou can say iPhone is for a professional use!!If you are a full time internet user then it’s fine on listening and watching songs and movies!!Call disconnect option can be in a better way!They won’t provide charger you have to buy separately!!!!Overall best for performance, camera, video recording, gaming!!I love this phone best phone ever!!! Lavender Color is up above my expectation!!! Loving iPhone 11
",Apple iPhone 11
51.0,51,5.0 out of 5 stars,"5.0 out of 5 stars
Worst experience with iphone and customer support and costumer care and even though with amazon
","

Video Player is loading.Play VideoPlayMuteCurrent Time 0:00/Duration 0:17Loaded: 17.66%0:00Stream Type LIVESeek to live, currently behind liveLIVERemaining Time -0:17 1xPlayback RateChaptersChaptersDescriptionsdescriptions off, selectedCaptionscaptions off, selectedEnglish (Automated)Audio Trackdefault, selectedFullscreenThis is a modal window.


Its brand new iphone just 4 months oldAnd it started freezing , hanging , draining of battery screen touch problem .In the last four months the new phone is in service centre for more than one month I submitted to service centre for 3 times they will took nearly 15. Days if once you submitted and I submitted for 3 times imagine how it will be for me and the problem its not solving yet and costumer support ia like we don't have replacement policy and the amazon.in that's also saying the sam thing then whats the use of buying iphone that too this much costly we saved money for months together to buy a new phone and the company and the sellers are like we don't have replacement if replacement is not possible then they have to fix it as soon as possible but they are like there is no issue found. In device but I am facing the same issue again again and I have all the proofs also videos photos bills everything I have ......and the service centre made some scratches on screen and the company is saying it happens while repairing is that really needed ua to buy a new iphone that too costly ....... Better instead of buying apple iphone choose oneplus or any other brand phone .......worst ever experience with iphone , iphone service centre , appl costumer support , and mainly with amazone.in
",Apple iPhone 11
